Armada,Nissan,2007,1103
Astra,Saturn,2008,2597
Escalade EXT,Cadillac,2009,5022
E-Class,Mercedes-Benz,1985,3339
Sidekick,Suzuki,1991,1033
GLK-Class,Mercedes-Benz,2010,5612
XL-7,Suzuki,2002,5500
RDX,Acura,2007,5563
ES,Lexus,1994,4725
Sebring,Chrysler,2010,2889
Colorado,Chevrolet,2005,2031
Frontier,Nissan,2009,4649
Pilot,Honda,2005,4774
E150,Ford,2009,2340
S80,Volvo,2012,4563
Fox,Volkswagen,1991,5814
300D,Mercedes-Benz,1992,2243
Leone,Subaru,1987,4496
Silverado,Chevrolet,2011,3116
Sonoma,GMC,1996,2851
Regal,Buick,1985,4857
Corvette,Chevrolet,1975,2570
7 Series,BMW,2000,3519
Neon,Dodge,2005,1767
Wrangler,Jeep,1993,4743
Cherokee,Jeep,1996,4102
TL,Acura,1999,5861
Firefly,Pontiac,1995,4907
Gran Sport,Maserati,2006,2059
W201,Mercedes-Benz,1988,2296
Concorde,Chrysler,2004,1758
Civic,Honda,2000,1956
CL-Class,Mercedes-Benz,2004,4062
Acadia,GMC,2009,2712
G-Series 1500,Chevrolet,1996,3480
Yukon,GMC,2001,3170
GTI,Volkswagen,2008,2774
Aveo,Chevrolet,2007,4228
Grand Prix,Pontiac,1982,1465
B-Series Plus,Mazda,1999,5133
VS Commodore,Holden,1995,2905
Firebird,Pontiac,1986,5633
Cayman,Porsche,2007,1130
Expo,Mitsubishi,1992,1835
RS 6,Audi,2003,5189
Silhouette,Oldsmobile,1994,2048
Camry,Toyota,2000,4490
Terrain,GMC,2010,5135
C8,Spyker,2005,2623
A4,Audi,2003,4431
940,Volvo,1994,3280
Trans Sport,Pontiac,1990,2492
SLS-Class,Mercedes-Benz,2012,4758
Taurus,Ford,1998,2867
DeVille,Cadillac,2001,1853
Fleetwood,Cadillac,1993,3983
Azure,Bentley,2006,4914
M-Class,Mercedes-Benz,2011,5902
Highlander,Toyota,2001,3748
745,BMW,2005,4841
SJ,Suzuki,1993,1747
Reventón,Lamborghini,2008,4693
Fiesta,Ford,2013,2783
S-Class,Mercedes-Benz,2003,1947
Firebird,Pontiac,2000,1718
900,Saab,1990,3417
M3,BMW,2011,3574
Festiva,Ford,1989,5400
Firebird,Pontiac,1992,4697
Wrangler,Jeep,2003,4398
Express 2500,Chevrolet,2004,2491
4Runner,Toyota,1992,4922
Venture,Chevrolet,1997,2070
Altima,Nissan,1998,1116
E150,Ford,2011,5551
3 Series,BMW,2007,3400
Astra,Saturn,2009,4398
S-Type,Jaguar,2004,3915
Camry Hybrid,Toyota,2008,1366
Century,Buick,1998,4019
ES,Lexus,1996,3198
RX,Lexus,2004,5664
Cooper Clubman,MINI,2011,3392
VUE,Saturn,2007,3571
Breeze,Plymouth,1997,1723
4000CS Quattro,Audi,1987,1946
Optima,Kia,2012,1855
Q,Infiniti,2002,1715
Rodeo,Isuzu,2002,5271
A6,Audi,2007,4469
Sequoia,Toyota,2008,1174
S2000,Honda,2002,2680
Exige,Lotus,2012,2317
Probe,Ford,1989,5017
Camaro,Chevrolet,1968,5220
Achieva,Oldsmobile,1998,5276
A8,Audi,2005,4863
Z3,BMW,1998,3893
Mazda5,Mazda,2010,1796
Mariner,Mercury,2011,1991
Grand Marquis,Mercury,2005,4117
Cayenne,Porsche,2009,3853
Suburban 2500,Chevrolet,2008,4685
Grand Cherokee,Jeep,1995,4452
Pajero,Mitsubishi,1990,2234
Spirit,Dodge,1994,4592
928,Porsche,1985,5134
RL,Acura,2009,5725
Sierra 3500,GMC,2001,4028
90,Audi,1988,3136
Impreza,Subaru,2002,3602
Sierra 1500,GMC,2011,4567
LS,Lexus,2011,4843
Econoline E150,Ford,1999,1708
Camaro,Chevrolet,1996,2767
Quattro,Audi,1993,4967
Outback,Subaru,2012,3091
Sunfire,Pontiac,2005,2538
Outback,Subaru,2002,5744
Grand Marquis,Mercury,1998,2064
RX Hybrid,Lexus,2008,2159
GranSport,Maserati,2005,4008
Galant,Mitsubishi,1997,5920
xB,Scion,2009,5576
Grand Cherokee,Jeep,2012,3949
Sky,Saturn,2007,4599
G-Class,Mercedes-Benz,2002,4472
Town Car,Lincoln,1990,2788
C-Class,Mercedes-Benz,1994,2780
Nubira,Daewoo,1999,5047
Pajero,Mitsubishi,2004,4493
9-3,Saab,2004,2701
3 Series,BMW,2010,4207
Caravan,Dodge,1994,4365
Monte Carlo,Chevrolet,1996,1924
H1,Hummer,2000,5438
L300,Mitsubishi,1987,1178
Civic,Honda,1999,4103
Ram 1500,Dodge,2004,2754
NSX,Acura,2000,2798
G,Infiniti,2002,2771
90,Audi,1989,2570
Riviera,Buick,1988,5798
Tribute,Mazda,2008,5130
C-Class,Mercedes-Benz,2009,4638
ZX2,Ford,2001,5220
Topaz,Mercury,1984,1496
B-Series Plus,Mazda,1995,5194
Thunderbird,Ford,1955,4263
MPV,Mazda,1996,3275
Range Rover,Land Rover,2006,2735
Expedition EL,Ford,2011,3312
Pajero,Mitsubishi,1996,3443
D150 Club,Dodge,1992,3149
LS,Lexus,2005,2050
Ram 1500,Dodge,2004,3096
Lanos,Daewoo,1999,4209
Gran Sport,Maserati,2006,2366
5 Series,BMW,2008,2969
SC,Lexus,2004,4705
C70,Volvo,2009,1947
Monterey,Mercury,2004,1027
Ram 1500,Dodge,2005,3364
Bravada,Oldsmobile,2001,4520
Range Rover,Land Rover,1999,4742
900,Saab,1998,1930
MDX,Acura,2012,2129
Malibu,Chevrolet,2008,5116
Metro,Geo,1993,1249
Previa,Toyota,1993,4357
Camry,Toyota,1999,5668
Truck,Mitsubishi,1990,3020
929,Mazda,1987,5023
Impala,Chevrolet,2006,2293
Chariot,Mitsubishi,1993,1893
Wrangler,Jeep,2012,5130
Thunderbird,Ford,2006,5734
Regal,Buick,2011,5226
XK Series,Jaguar,2003,3163
Type 2,Volkswagen,1986,1070
Acclaim,Plymouth,1995,3923
Toronado,Oldsmobile,1966,4305
Lancer Evolution,Mitsubishi,2002,5713
Rendezvous,Buick,2005,5818
Concorde,Chrysler,2000,2716
Blazer,Chevrolet,1997,3367
Sequoia,Toyota,2009,1279
Sierra 3500,GMC,2001,3881
Panamera,Porsche,2013,3875
Roadster,Tesla,2012,4069
Montero,Mitsubishi,2000,1372
Mirage,Mitsubishi,2000,5470
7 Series,BMW,2002,5457
Aspire,Ford,1997,5397
SLK-Class,Mercedes-Benz,2012,3258
Envoy XUV,GMC,2005,5588
Monterey,Mercury,2005,5259
Ram 1500 Club,Dodge,1995,2554
RDX,Acura,2008,2488
GLC,Mazda,1984,1244
Trooper,Isuzu,1994,3598
H1,Hummer,1994,3780
Ram 1500,Dodge,2007,5271
Tacoma,Toyota,2007,3411
S-Series,Saturn,1998,4004
Pilot,Honda,2005,2420
Astro,Chevrolet,2002,5421
Grand Voyager,Plymouth,1999,1196
530,BMW,2006,5692
Cavalier,Chevrolet,1993,5298
Escape,Ford,2003,5859
Yukon XL 1500,GMC,2003,4974
Mountaineer,Mercury,2002,5925
Explorer Sport Trac,Ford,2006,2229
GTI,Volkswagen,2011,3221
Dakota Club,Dodge,1994,3346
Avalanche,Chevrolet,2007,3917
Soul,Kia,2010,3776
New Beetle,Volkswagen,2008,5739
Cougar,Mercury,1997,3876
Eclipse,Mitsubishi,1999,3931
Grand Marquis,Mercury,1995,3718
Accord,Honda,2005,4001
Town Car,Lincoln,1989,2086
CR-V,Honda,2010,2319
Odyssey,Honda,2003,5731
Grand Prix,Pontiac,1990,3477
S-Class,Mercedes-Benz,1984,2971
M-Class,Mercedes-Benz,2011,1440
Seville,Cadillac,1992,3986
Yukon XL 2500,GMC,2008,5735
Continental,Lincoln,1991,5563
Ascender,Isuzu,2007,4408
3 Series,BMW,2001,2965
Tundra,Toyota,2006,3018
Azure,Bentley,2007,3378
Stratus,Dodge,2000,1198
Topaz,Mercury,1991,3141
Cavalier,Chevrolet,1993,5713
SLK-Class,Mercedes-Benz,2005,1959
Escalade EXT,Cadillac,2008,5767
SC,Lexus,1997,4122
900,Saab,1988,3242
NSX,Acura,2002,5707
M5,BMW,2003,3747
Jimmy,GMC,1993,2694
Amigo,Isuzu,1998,1529
Truck,Mitsubishi,1985,5150
Comanche,Jeep,1992,5817
Santa Fe,Hyundai,2011,1859
Corolla,Toyota,2009,2849
Escalade,Cadillac,2003,5081
Ram Van 1500,Dodge,2003,2991
Escape,Ford,2002,5806
Mazdaspeed 3,Mazda,2009,4350
Trans Sport,Pontiac,1999,5859
Pathfinder Armada,Nissan,2004,3563
Yukon XL 2500,GMC,2011,4239
FX,Infiniti,2004,5002
XC90,Volvo,2004,2455
xD,Scion,2009,5580
Tempo,Ford,1994,5355
S90,Volvo,1998,5872
G37,Infiniti,2008,1822
Cabriolet,Volkswagen,2000,3162
E150,Ford,2008,3884
7 Series,BMW,1995,1069
riolet,Volkswagen,1992,3727
Charger,Dodge,2008,1171
Prius,Toyota,2011,4711
4Runner,Toyota,2003,4448
SLS-Class,Mercedes-Benz,2011,4596
Legend,Acura,1995,5446
Odyssey,Honda,1996,1306
Sportvan G30,Chevrolet,1992,2792
Millenia,Mazda,1995,1922
X6 M,BMW,2012,2721
Touareg,Volkswagen,2010,5942
Avalanche 2500,Chevrolet,2004,4559
S6,Audi,2003,3514
Trans Sport,Pontiac,1991,2538
Cobalt,Chevrolet,2009,5779
B-Series,Mazda,1988,4894
Discovery,Land Rover,2010,2029
Raider,Mitsubishi,2008,5087
C-Class,Mercedes-Benz,1999,4339
3 Series,BMW,1993,3958
F430,Ferrari,2007,1547
M Roadster,BMW,2007,1587
Prowler,Plymouth,2000,4481
S10 Blazer,Chevrolet,1992,5305
Equinox,Chevrolet,2012,3111
Town & Country,Chrysler,1996,4032
R-Class,Mercedes-Benz,2006,2520
Outlander,Mitsubishi,2012,1786
RSX,Acura,2004,3189
Caravan,Dodge,2009,4579
Grand Marquis,Mercury,1990,4750
B-Series,Mazda,1998,2831
SL-Class,Mercedes-Benz,1990,2576
TL,Acura,2005,2656
Malibu,Chevrolet,2000,5902
Sunfire,Pontiac,2005,1572
Silverado 1500,Chevrolet,2006,5664
Corvair 500,Chevrolet,1963,4828
X5,BMW,2007,4961
X3,BMW,2004,5617
Murciélago,Lamborghini,2007,2535
Q5,Audi,2010,2809
Metro,Geo,1996,2635
Tahoe,Chevrolet,2001,4690
Camry,Toyota,2010,3854
Grand Prix,Pontiac,1969,3677
Escalade EXT,Cadillac,2004,1737
Mountaineer,Mercury,2001,4096
F450,Ford,2009,5141
Silverado 3500,Chevrolet,2005,2461
Entourage,Hyundai,2008,2544
Lynx,Mercury,1985,1679
Intrepid,Dodge,1998,3012
Land Cruiser,Toyota,1996,3485
626,Mazda,1989,2835
Mazda6,Mazda,2004,2306
HHR,Chevrolet,2008,3887
Mariner,Mercury,2011,3629
TSX,Acura,2007,3442
Tracker,Geo,1994,4278
GS,Lexus,2007,4127
Firebird,Pontiac,1998,1229
F250,Ford,2011,5855
Focus,Ford,2003,5944
Firebird,Pontiac,1998,1370
Yukon,GMC,1998,5703
Mark VII,Lincoln,1992,2352
Grand Voyager,Chrysler,2000,1697
GTI,Volkswagen,1996,1998
Charger,Dodge,2009,1528
4Runner,Toyota,2006,3151
Santa Fe,Hyundai,2003,2925
C-Class,Mercedes-Benz,2005,3472
E-Class,Mercedes-Benz,1988,2498
Safari,GMC,2000,4057
New Beetle,Volkswagen,2002,1004
Aerostar,Ford,1993,4804
330,BMW,2005,4572
Continental Flying Spur,Bentley,2009,2005
MX-5,Mazda,1998,2563
M,Infiniti,2004,5027
Grand Caravan,Dodge,2000,4911
Legend,Acura,1989,1548
MX-6,Mazda,1996,1789
MX-6,Mazda,1997,3949
Sorento,Kia,2013,1645
Insight,Honda,2005,5890
Topaz,Mercury,1991,4025
Ranger,Ford,2000,3252
Xterra,Nissan,2000,4766
Malibu Maxx,Chevrolet,2006,3979
Safari,GMC,2000,3345
Ipsum,Toyota,2000,4197
S40,Volvo,2000,2983
Aspen,Chrysler,2009,3761
9000,Saab,1990,3818
X-Type,Jaguar,2007,3077
760,BMW,2004,3495
MX-3,Mazda,1995,3898
Titan,Nissan,2004,3177
Metro,Geo,1995,3140
LTD Crown Victoria,Ford,1987,1610
300ZX,Nissan,1992,3917
Ram 2500,Dodge,2010,2170
Taurus,Ford,2007,2287
Truck,Mitsubishi,1989,4614
Escalade EXT,Cadillac,2012,5260
Cherokee,Jeep,2001,2007
Mighty Max,Mitsubishi,1993,5124
S-Class,Mercedes-Benz,2006,1062
Titan,Nissan,2011,1219
Cougar,Mercury,1991,1840
Golf,Volkswagen,1976,1269
924 S,Porsche,1987,5386
Prelude,Honda,1997,3202
Mark VII,Lincoln,1984,2173
MX-5,Mazda,2000,5675
Ram 2500,Dodge,1995,5255
Grand Caravan,Dodge,1998,2400
Focus ST,Ford,2013,2824
XJ,Jaguar,2012,3572
Terraza,Buick,2007,3821
Ranger,Ford,1992,2958
Expedition EL,Ford,2011,4276
Golf,Volkswagen,2004,3430
Lumina,Chevrolet,1996,5965
Topaz,Mercury,1988,4635
Voyager,Chrysler,2003,1757
S-Series,Saturn,2000,2232
Firefly,Pontiac,1990,4767
RX,Lexus,2011,2129
MPV,Mazda,2002,3228
Metro,Geo,1992,5802
G-Class,Mercedes-Benz,2012,2446
VUE,Saturn,2009,1156
Legacy,Subaru,1990,4998
RL,Acura,2004,2693
Armada,Nissan,2005,5505
VUE,Saturn,2007,5972
SL-Class,Mercedes-Benz,2004,1564
Titan,Nissan,2008,4012
Malibu,Chevrolet,2006,4238
Sunfire,Pontiac,2003,3586
Express 3500,Chevrolet,2012,3901
Montana,Pontiac,2004,1723
CR-V,Honda,2004,2332
Mazda6,Mazda,2009,1930
SLR McLaren,Mercedes-Benz,2008,2069
Thunderbird,Ford,1977,5229
900,Saab,1999,3331
SL-Class,Mercedes-Benz,2009,4745
Cabriolet,Volkswagen,1999,5195
Challenger,Dodge,2009,2164
9-7X,Saab,2008,4325
T100,Toyota,1995,3750
5 Series,BMW,1999,2184
GT-R,Nissan,2010,4750
MPV,Mazda,1991,1187
C30,Volvo,2008,1615
Durango,Dodge,2000,5170
Savana 2500,GMC,2006,1817
Lancer Evolution,Mitsubishi,2008,1695
V50,Volvo,2010,4450
626,Mazda,2000,4885
Grand Vitara,Suzuki,2008,3582
CTS,Cadillac,2007,5759
GTO,Mitsubishi,1998,3726
Sonoma,GMC,2002,5709
Uplander,Chevrolet,2007,1833
CR-V,Honda,2003,2985
G3,Pontiac,2010,5222
Legend,Acura,1993,5993
Suburban 1500,Chevrolet,1994,1922
Special,Buick,1962,5451
Ram Van 1500,Dodge,1997,3184
SC,Lexus,1996,5667
Insight,Honda,2012,4053
MKX,Lincoln,2012,4372
Camaro,Chevrolet,1968,2774
NV1500,Nissan,2012,3117
Transit Connect,Ford,2011,3474
Town Car,Lincoln,1986,5529
tC,Scion,2006,3506
Rio,Kia,2004,5922
2500,Chevrolet,2000,4883
A6,Audi,2010,1162
B-Series,Mazda,1996,2790
Accent,Hyundai,1999,5662
Escape,Ford,2004,5539
Navajo,Mazda,1993,4355
H2,Hummer,2009,5257
Eldorado,Cadillac,1993,3915
Prizm,Geo,1995,1523
Aurora,Oldsmobile,2001,1687
Cutlass Cruiser,Oldsmobile,1994,3575
Xterra,Nissan,2008,2884
M-Class,Mercedes-Benz,2003,4953
Tundra,Toyota,2012,4011
Caprice,Chevrolet,1996,4866
QX,Infiniti,2004,3887
Supra,Toyota,1998,5143
GS,Lexus,2005,4839
Sonata,Hyundai,2012,5095
Elantra,Hyundai,2006,2852
S6,Audi,2003,1971
GTO,Pontiac,1974,3203
Excel,Hyundai,1993,5127
Quest,Nissan,2002,1480
Mustang,Ford,1966,2973
M,BMW,2001,4736
B-Series,Mazda,1988,3395
Aerostar,Ford,1991,2233
Topaz,Mercury,1992,3310
F-Series,Ford,2010,5210
900,Saab,1984,5126
Laser,Ford,1988,1816
Expo,Mitsubishi,1993,5676
Lynx,Mercury,1985,4333
RL,Acura,2002,1929
Sentra,Nissan,1994,4262
Grand Prix,Pontiac,1984,5184
H3,Hummer,2008,4237
3 Series,BMW,1992,5677
Avalanche,Chevrolet,2010,3462
Aspen,Chrysler,2007,2777
Escalade ESV,Cadillac,2008,1810
GX,Lexus,2007,1523
Highlander,Toyota,2009,4120
LX,Lexus,1996,4799
Range Rover,Land Rover,1994,4948
A8,Audi,2006,1630
Highlander,Toyota,2011,2960
Z4,BMW,2008,1423
M6,BMW,2006,3939
Bonneville,Pontiac,1966,5889
Silverado 1500,Chevrolet,2002,1057
Tahoe,Chevrolet,2000,4743
5000S,Audi,1985,3708
9-3,Saab,2012,1047
Exige,Lotus,2007,3616
Dakota Club,Dodge,1995,5882
QX,Infiniti,2002,4005
Impala,Chevrolet,2007,5821
Leone,Subaru,1986,4338
F-Series,Ford,1989,4727
Discovery,Land Rover,1994,5402
Summit,Eagle,1992,5335
928,Porsche,1987,2877
LeSabre,Buick,1992,4913
NV1500,Nissan,2012,2087
Probe,Ford,1994,4176
xB,Scion,2006,4755
Civic,Honda,2006,2886
Safari,Pontiac,1987,5925
ES,Lexus,1994,3142
Amigo,Isuzu,1993,3843
Previa,Toyota,1991,2166
G-Series G20,Chevrolet,1993,4175
Sundance,Plymouth,1992,5910
Veloster,Hyundai,2012,1437
760,BMW,2005,2925
300M,Chrysler,2001,1972
Defender,Land Rover,1992,1307
Elantra,Hyundai,2004,4930
Cougar,Mercury,1990,2633
MKX,Lincoln,2013,1943
Sportage,Kia,2002,5012
Odyssey,Honda,1998,5341
Escape,Ford,2010,3619
Escalade,Cadillac,2012,2296
J,Infiniti,1996,3090
Galaxie,Ford,1966,3968
Accord,Honda,2003,3106
A4,Audi,2000,2413
Eos,Volkswagen,2008,4713
Navigator,Lincoln,1999,1267
tC,Scion,2009,1617
Azera,Hyundai,2008,4709
Th!nk,Ford,2002,4990
Prowler,Plymouth,1999,3301
Freelander,Land Rover,2009,4678
Riviera,Buick,1991,5070
Escape,Ford,2013,2789
Range Rover,Land Rover,1988,4000
S-Series,Saturn,1995,4745
Grand Prix,Pontiac,2007,1367
Sonata,Hyundai,2003,5345
rio,Volkswagen,1998,5161
Jetta,Volkswagen,2008,1642
RX-7,Mazda,1987,2178
Altima,Nissan,1996,2640
B-Series,Mazda,2006,1031
Corvette,Chevrolet,2002,4242
Cooper,MINI,2008,1325
Sportage,Kia,1998,5341
XJ Series,Jaguar,2005,4395
Lancer,Mitsubishi,2010,5353
Crown Victoria,Ford,1999,1662
1 Series,BMW,2012,4387
MPV,Mazda,1989,3071
Grand Prix,Pontiac,1964,2512
Regal,Buick,2012,3353
E-Class,Mercedes-Benz,2011,3430
Tundra,Toyota,2002,4125
E250,Ford,1984,4696
ES,Lexus,1995,4116
Voyager,Plymouth,1996,4217
Trooper,Isuzu,1997,5339
Grand Caravan,Dodge,2012,2860
Highlander,Toyota,2001,1436
Cavalier,Chevrolet,2005,4143
Passport,Honda,1996,2736
Corvette,Chevrolet,1997,1298
Optima,Kia,2003,1382
Grand Am,Pontiac,1995,4496
Roadster,Tesla,2012,2535
Forester,Subaru,2008,2745
Dakota,Dodge,1993,2204
LeMans,Pontiac,1968,1351
